author	inferreddate	shorttitle	place	genres	first_name	estimated_gender
Sheppard, Ethel	1910.0	The sun-worshippers; stories of pre-Roman Britain	enk		Ethel	f
Bennett, Arnold	1910.0	The Grand Babylon Hotel	enk		Arnold	m
Dickens, Charles	1910.0	Dickens	enk		Charles	m
of Aberdeen? Grant, John	1910.0	Legends of the braes o' Mar	stk		John	m
Bennett, Arnold	1910.0	Leonora	enk		Arnold	m
Hume, Fergus	1910.0	The Mikado jewel	enk		Fergus	m
Thackeray, William Makepeace	1910.0	The works of William Makepeace Thackeray	enk		William	m
Milne, A. A. (Alan Alexander)	1910.0	The day's play	enk		Alan	m
Snaith, J. C. (John Collis)	1910.0	Fortune	enk		John	m
Ellis, Havelock, Mrs	1911.0	The imperishable wing	enk		Havelock	unknown
Pickthall, Marmaduke William	1911.0	Pot au feu	enk		Marmaduke	unknown
Wiggin, Kate Douglas Smith	1911.0	Robinetta	enk		Kate	f
	1911.0	Mastering flame	enk			unknown
Lee, Vernon	1911.0	Vanitas;	enk		Vernon	m
Jones, Henry Festing	1911.0	Castellinaria, and other Sicilian diversions	enk		Henry	m
Belloc, Hilaire	1911.0	The Girondin	enk		Hilaire	m
Malet, Lucas	1911.0	Adrian Savage; a novel	enk		Lucas	m
Severn, Doris	1911.0	The next room	enk		Doris	f
Glasgow, Ellen Anderson Gholson	1911.0	The miller of Old Church	enk		Ellen	f
Davies, W. H. (William Henry)	1911.0	A weak woman, a novel	enk		William	m
comte de, Soissons, Guy Jean Raoul Eugène Charles Emmanuel de Savoie-Carignan	1911.0	The seven richest heiresses of France	enk		Soissons	unknown
Munroe, Hector Hugh	1911.0	The chronicles of Clovis	enk		Hector	m
Newbolt, Henry John, Sir	1911.0	The Twymans; a tale of youth	stk		Henry	m
Simpson, Bertram Lenox	1911.0	The unknown God	enk		Bertram	m
Walston, Charles	1911.0	What may we read?	enk		Charles	m
Vaka, Demetra	1911.0	In the shadow of Islam	enk		Demetra	f
Masefield, John	1911.0	The street of to-day	enk		John	m
Snorri Sturluson	1911.0	The sagas of Olaf Tryggvason and of Harald the Tyrant (Harald Haardraade)	enk		Snorri	m
Weeks, John H	1911.0	Congo life and folklore	enk		John	m
Nevill, Ralph	1911.0	The romantic past	enk		Ralph	m
Lang, Andrew	1911.0	Tales of romance; based on tales in the Book of romance	enk		Andrew	m
Jones, Rufus Matthew	1911.0	Stories of Hebrew heroes	enk		Rufus	m
Moore, George	1911.0	Salve	enk		George	m
Moore, George	1911.0	Vale	enk		George	m
Thackeray, William Makepeace	1911.0	The Yellowplush correspondence; Jeames's diary; The great Hoggarty diamond, etc	enk		William	m
Thackeray, William Makepeace	1911.0	The Fitz-Boodle papers, and other sketches	enk		William	m
Thackeray, William Makepeace	1911.0	Lovel the widower, and other stories & sketches	enk		William	m
Thomas, Edward	1911.0	Light and twilight	enk		Edward	m
Rooks, Margarot	1911.0	The Mother of Goethe 'Frau Aja'	enk		Margarot	unknown
Gribble, Francis Henry	1911.0	Rachel, her stage life & her real life	enk		Francis	m
Favre de Coulevain, Hélène	1911.0	The unknown isle	enk		Hlne	unknown
France, Anatole	1911.0	Honey-bee	enk		Anatole	m
Ross, John Dill	1911.0	Sixty years	enk		John	m
Morrison, Sophia	1911.0	Manx fairy tales	enk		Sophia	f
Campbell, J. F. (John Francis)	1911.0	The Celtic dragon myth	stk		John	m
Fisher, Ruth B	1911.0	Twilight tales of the black Baganda, with illustations	enk		Ruth	f
Scott, James George, Sir	1911.0	Wholly without morals : a romance of Indo-Burman life and racing	enk		James	m
Gibbs, A. Hamilton (Arthur Hamilton)	1911.0	The compleat Oxford man	enk		Arthur	m
Roby, John	1911.0	Lancashire legends	enk		John	m
Copping, Arthur E. (Arthur Edward)	1911.0	A journalist in the Holy Land; glimpses of Egypt and Palestine	enk		Arthur	m
Canning, Albert Stratford George	1911.0	Dickens & Thackeray studied in three novels	enk		Albert	m
Maupassant, Guy de	1911.0	Monsieur Parent.--Timbuctoo.  The false gems; and other stories	enk		Guy	m
Maupassant, Guy de	1911.0	Boule de Suif.  Two little soldiers.  Mademoiselle Fifi; and other stories	enk		Guy	m
Maupassant, Guy de	1911.0	Strong as death (Fort comme la mort)  Sur l'eau; and othe	enk		Guy	m
Maupassant, Guy de	1911.0	The works of Guy de Maupassant	enk		Guy	m
Somerville, E. ??	1911.0	Dan Russell the fox	enk		E	unknown
Castellane, Antione Marie Eug??ne Philippe Boniface	1911.0	Men and things of my time	enk		Antione	m
Mansfield, Katherine	1911.0	In a German pension	enk		Katherine	f
Lee, Charles	1911.0	Our little town	enk		Charles	m
Loomis, Laura Hibbard	1911.0	Three Middle English romances: King Horn, Havelok, Beves of Hampton	enk		Laura	f
Marston, E	1911.0	Easy-chair memories and rambling notes	enk		E	unknown
Price, A. J	1911.0	An angler's lines	enk		A	unknown
O'Donnell, Elliott	1911.0	Scottish ghost stories	enk		Elliott	m
Denby, Jay	1911.0	Letters from China and some Eastern sketches	enk		Jay	m
Locke, William John	1911.0	The demagogue and Lady Phayre	enk		William	m
Sidgwick, Ethel	1911.0	Le gentleman	enk		Ethel	f
Wherry, Edith	1911.0	The red lantern	enk		Edith	f
Toscana, Luise von	1911.0	My own story	enk		Luise	f
Hudson, W. H. (William Henry)	1911.0	A shepherd's life;	enk		William	m
Cowan, James	1911.0	The adventures of Kimble Bent; a story of wild life in the New Zealand bush	enk		James	m
Weeks, John H	1911.0	Congo life and folklore: part I, life on the Congo as described by a brass rod; part II, thirty-three native stories as told round the evening fires	enk		John	m
Alexander, Louis C. (Louis Charles)	1911.0	The autobiography of Shakespeare	enk		Louis	m
Chotzner, Jospeh	1911.0	Hebrew satire	enk		Jospeh	unknown
Silberrad, Una Lucy	1911.0	Sampson Rideout, Quaker	enk		Una	f
Tolstoy, Leo, graf	1911.0	Father Sergius, and other stories and plays	enk		Leo	m
Bedford, H. Louisa	1911.0	Under one standard	enk		H	unknown
Bjørnson, Bjørnstjerne	1911.0	Arne and The fisher lassie	enk		Bjrnstjerne	unknown
Bradley, Shelland	1911.0	An American girl in India	enk		Shelland	unknown
Brockway, Archibald Birt	1911.0	The Locust and the Ladybird	enk		Archibald	m
Diver, Maud	1911.0	Lilamani	enk		Maud	f
Fleur de Lys	1911.0	A month's caravan tour through five counties	enk		Fleur	f
Gould, Frederick James	1911.0	The divine archer	enk		Frederick	m
Gaskell, Elizabeth Cleghorn	1911.0	Mrs. Gaskell	enk		Elizabeth	f
Gretton, R. H	1911.0	Ingram	enk		R	unknown
H., W. F	1911.0	Captain Klek	enk		W	unknown
Hutchinson, Horace G. (Horace Gordon)	1911.0	When life was new	enk		Horace	m
Heath, Christopher	1911.0	Peter's progress	enk		Christopher	m
Hudson, W. H. (William Henry)	1911.0	Afoot in England	enk		William	m
Lang	1911.0	The all sorts of stories book	enk		Lang	unknown
Knight, F. A	1911.0	The Rajpoot's rings	enk		F	unknown
Lemonnier, Camille	1911.0	Birds and beasts	enk		Camille	f
Mitford, Bertram	1911.0	The heath hover mystery	enk		Bertram	m
Penny, F. E	1911.0	Dilys	enk		F	unknown
Penny, F. E	1911.0	The Rajah	enk		F	unknown
Thayer, John Adams	1911.0	Getting on;	enk		John	m
Sturt, George	1911.0	The Bettesworth book;	enk		George	m
Tennyson, Alfred Browning Stanley	1911.0	A portentous history	enk		Alfred	m
Wingate, Ashmore Kyle Patterson	1911.0	That mighty city: a study in contemporary manners	stk		Ashmore	unknown
Acorn, George	1911.0	One of the multitude	enk		George	m
Maeterlinck, Maurice	1911.0	Three plays. with introd. by H. Granville Barker	enk		Maurice	m
Canton, William	1911.0	The invisible playmate	enk		William	m
Crockett, S. R. (Samuel Rutherford)	1911.0	The smugglers	enk		Samuel	m
Dorrington, Albert	1911.0	Children of the cloven hoof	enk		Albert	m
Le Queux, William	1911.0	Hushed up!	enk		William	m
Moffat, Henry Y	1911.0	From ship's-boy to skipper; with variations	stk		Henry	m
Ransome, Arthur	1911.0	The hoofmarks of the faun	enk		Arthur	m
Marsh, Richard	1911.0	A spoiler of men	enk		Richard	m
Caffyn, Kathleen Mannington (Hunt)	1911.0	The fire-seeker	enk		Hunt	unknown
Croker, B. M. (Bithia Mary)	1911.0	A rolling stone	enk		Bithia	unknown
Wemyss, Mary C. E	1911.0	"""Things we thought of"""	enk		Mary	f
Whibley, Charles	1911.0	A book of scoundrels	enk		Charles	m
De Morgan, William Frend	1911.0	A likely story	enk		William	m
Meredith, George	1911.0	Celt and Saxon (unfinished)	enk		George	m
Holland, Clive	1911.0	Brown face and white	enk		Clive	m
Sinclair, Francis	1911.0	Under western skies: life pictures from memory	enk		Francis	m
Von Arnim, Elizabeth	1911.0	The adventures of Elizabeth in Rügen	enk		Elizabeth	f
Gibbon, Perceval	1911.0	Margaret Harding	enk		Perceval	m
Meynell, Mrs. Esther Hallam (Moorhouse)	1911.0	Nelson's Lady Hamilton	enk		Moorhouse	unknown
Thurston, E. Temple (Ernest Temple)	1911.0	"The ""Flower of Gloster,"""	enk		Ernest	m
Crockett, S. R. (Samuel Rutherford)	1911.0	The lady of the hundred dresses	enk	Novel	Samuel	m
Openshaw, Mary	1911.0	The loser pays; a story of the French revolution	enk		Mary	f
Lambert, Frederick Arthur Heygate	1911.0	John Merridew; a romance	enk		Frederick	m
Keller, Gottfried	1911.0	Seven legends	enk		Gottfried	m
Ward, Mary Augusta	1911.0		enk		Mary	f
Ward, Mary Augusta	1911.0	Sir George Tressady, Miss Bretherton	enk		Mary	f
Ward, Mary Augusta	1911.0	Fenwick's career. The story of Bessie Costrell	enk		Mary	f
Ward, Mary Augusta	1911.0	Daphne. Candian born	enk		Mary	f
Tolstoy, Leo, graf	1911.0	Before Tilsit	enk		Leo	m
Tolstoy, Leo, graf	1911.0	The invasion	enk		Leo	m
Tolstoy, Leo, graf	1911.0	The French at Moscow	enk		Leo	m
Wright, Sidney Harry	1911.0	Adventures among the red Indians : romantic incidents and perils amongst the Indians of North and South America	enk		Sidney	m
Fraser, Duncan	1911.0	Angling sketches from a wayside inn	stk		Duncan	m
Bayley, Stanhope	1911.0	A singer of dreams; voices of moods and of places	enk		Stanhope	unknown
Kraszewski, Józef Ignacy	1911.0	Count Brühl : a romance of history	enk		Jzef	unknown
Figgis, Darrell	1911.0	Broken arcs	enk		Darrell	m
Tolstoy, Leo, graf	1911.0	In the days of serfdom and other stories	enk		Leo	m
James, Henry	1911.0	The outcry	enk		Henry	m
Takizawa, Bakin	1911.0	A captive of love : a romance from the original Japanese of Kyokutei Bakin	enk		Bakin	unknown
Moir, D. M. (David Macbeth)	1911.0	The life of Mansie Wauch : tailor in Dalkeith	stk		David	m
Paoli, Xavier	1911.0	My royal clients	enk		Xavier	m
Braddon, M. E. (Mary Elizabeth)	1911.0	The green curtain	enk		Mary	f
Deeping, Warwick	1911.0	Joan of the tower	enk		Warwick	m
Moreland, A. Maud	1911.0	Through south Westland, a journey to the Haast and Mount Aspirint, New Zealand	enk		A	unknown
Oppenheim, E. Phillips (Edward Phillips)	1911.0	The postmaster of Market Deignton	enk		Edward	m
Andom, R	1911.0	In fear of a throne	enk		R	unknown
Panton, Jane Ellen Frith	1911.0	Most of the game	enk		Jane	f
Richardson, Samuel	1911.0	Samuel Richardson by S. Kaye-Smith	enk		Samuel	m
O'Brien, Aubrey John	1911.0	Cupid and cartridges	stk		Aubrey	unknown
Pain, Barry	1911.0	An exchange of souls	enk		Barry	m
Richardson, Samuel	1911.0	Samuel Richardson	enk		Samuel	m
Moore, George	1911.0	Ave	enk		George	m
Conyers, Dorothea	1911.0	For Henri and Navarre	enk		Dorothea	f
Conyers, Dorothea	1911.0	Some happenings of Glendalyne	enk		Dorothea	f
Nesbit, E. (Edith)	1911.0	Dormant	enk		Edith	f
Hume, Fergus	1911.0	High water mark	enk		Fergus	m
Muddock, Joyce Emmerson Preston	1911.0	The dead man's secret; or, The valley of gold	enk		Joyce	f
Hunt, Violet	1911.0	Tales of the uneasy	enk		Violet	f
	1911.0	Ninety-ninth exhibition at the French gallery 120, Pall Mall, London, S.W., of selected works by Johannes Bosboom and William Maris	enk	Catalog		unknown
Serao, Mathilde	1911.0	The desire of life	enk		Mathilde	f
Beaumont, Mary	1912.0	Joan Seaton	enk		Mary	f
Taylor, Mary Argyle	1912.0	Delfina of the Dolphins	enk		Mary	f
Walford, Lucy Bethia	1912.0	Memories of Victorian London	enk		Lucy	f
Birmingham, George A	1912.0	The inviolable sanctuary	enk		George	m
De Sélincourt, Hugh	1912.0	A daughter of the morning; a novel	enk		Hugh	m
Hewlett, Maurice Henry	1912.0	Little novels of Italy	enk		Maurice	m
Onions, Oliver	1912.0	In accordance with the evidence	enk		Oliver	m
Ridge, W. Pett (William Pett)	1912.0	Love at Paddington	enk		William	m
Grant, Colquhoun, Mrs	1912.0	Through Dante's land; impressions in Tuscany	enk		Colquhoun	unknown
Beckford, William	1912.0	The episodes of Vathek	enk		William	m
Cunninghame Graham, R. B. (Robert Bontine)	1912.0	Charity	enk		Robert	m
Hewlett, Maurice Henry	1912.0	Mrs. Lancelot;	enk		Maurice	m
Davies, W. H. (William Henry)	1912.0	The true traveller	enk		William	m
Leacock, Stephen	1912.0	Sunshine sketches of a little town	enk		Stephen	m
Calthrop, Dion Clayton	1912.0	The Dickens souvenir of 1912	enk		Dion	m
Moore, George	1912.0	Spring days	enk		George	m
Gissing, Algernon	1912.0	The top farm	enk		Algernon	unknown
Somerville, E. Œ. (Edith Œnone)	1912.0	Dan Russel the Fox; an episode in the life of Miss Rowan	enk		Edith	f
Sidney, Philip, Sir	1912.0	The last part of the Countesse of Pembrokes Arcadia. Astrophel & Stella and other poems. The lady of May	enk		Philip	m
Strindberg, August	1912.0	The confession of a fool	enk		August	m
Lermontov, Mikhail I͡Urʹevich	1912.0	The heart of a Russian	enk		Mikhail	m
Stephens, James	1912.0	The Charwoman's daughter	enk		James	m
Ishikawa, Masamochi	1912.0	The story of a Hida craftsman (Hida no takumi monogatari)	enk		Masamochi	unknown
O'Donnell, Elliott	1912.0	Werwolves	enk		Elliott	m
Crutchley, William Caius	1912.0	"My life at sea; being a ""yarn"" loosely spun for the purpose of holding together certain reminiscences of the transition period from sail to steam in the British mercantile marine (1863-1894)"	enk		William	m
Downie, Walter I	1912.0	Reminiscences of a Blackwall midshipman	enk		Walter	m
McCulloch, William	1912.0	Bengali household tales	enk		William	m
Senior, Dorothy	1912.0	Some old English worthies	enk		Dorothy	f
Hutchinson, W. M. L. (Winifred Margaret Lambart)	1912.0	Myths of the gods	enk		Winifred	f
Hutchinson, W. M. L. (Winifred Margaret Lambart)	1912.0	Legends of Thebes	enk		Winifred	f
Hutchinson, W. M. L. (Winifred Margaret Lambart)	1912.0	The muses' pageant: myths and legends of ancient Greece	enk		Winifred	f
Galsworthy, John	1912.0	For love of beasts	enk		John	m
Meredith, George	1912.0	One of our co	enk		George	m
Meredith, George	1912.0	The works of George Meredith	enk		George	m
Rossmore, Derrick Warner William Westenra	1912.0	Things I can tell	enk		Derrick	m
France, Anatole	1912.0	The aspirations of Jean Servien	enk		Anatole	m
Aesop	1912.0	Æsop's fables; illustrated by Charles Folkard	enk		Aesop	unknown
Stevens, C.L. McCluer	1912.0	Queens of frailty	enk		Cl	unknown
Aesop	1912.0	AEsop's fables	enk		Aesop	unknown
Trowbridge, W. R. H. (William Rutherford Hayes)	1912.0	Daughters of Eve	enk		William	m
Callwell, J. M	1912.0	Old Irish life	stk		J	unknown
Quiller-Couch, Arthur Thomas, Sir	1912.0	My best book	enk		Arthur	m
Orczy, Emmuska Orczy, Baroness	1912.0	Fire in stubble	enk		Emmuska	unknown
Vazov, Ivan Minchov	1912.0	Under the yoke;	enk		Ivan	m
Dostoyevsky, Fyodor	1912.0	The house of the dead	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	The insulted and injured	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	A raw youth	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	The eternal husband	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	The gambler and other stories	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	White nights	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	An honest thief	enk		Fyodor	m
Dostoyevsky, Fyodor	1912.0	The friend of the family	enk		Fyodor	m
Newland, Simpson	1912.0	Paving the way	enk		Simpson	unknown
Thomson, W. R	1912.0	In Dickens street	stk		W	unknown
Belloc, Hilaire	1912.0	The green overcoat	enk		Hilaire	m
Ford, Ford Madox	1912.0	The panel;	enk		Ford	unknown
Henham, Ernest George	1912.0	Wintering Hay	enk		Ernest	m
Cambridge, Ada	1912.0	The retrospect	enk		Ada	f
Harraden, Beatrice	1912.0	Out of the wreck I rise	enk		Beatrice	f
Takizawa, Bakin	1912.0	A captive of love	enk		Bakin	unknown
	1912.0	The cruelty man	enk			unknown
Hunt, Bampton	1912.0	Folk tales of Breffny	enk		Bampton	unknown
Cooke, Harold P	1912.0	Maurice, the philosopher (a dialogue);	enk		Harold	m
Swinnerton, Frank	1912.0	The happy family	enk		Frank	m
L??onard	1912.0	Recollections of L??onard, hairdresser to Queen Marie-Antoinette	enk		Lonard	unknown
Aminoff, L??onie	1912.0	The broad walk	enk		Lonie	unknown
Carter, Thomas Thellusson	1912.0	Shakespeare's stories of the English kings	enk		Thomas	m
Eardley-Wilmot, S	1912.0	The life of an elephant	enk		S	unknown
Sutherland, James	1912.0	The adventures of an elephant hunter	enk		James	m
Hedemann, Alexandrine von	1912.0	My friendship with Prince Hohenlohe	enk		Alexandrine	f
Turquan, Joseph	1912.0	The wife of General Bonaparte	enk		Joseph	m
Davis, Richard Harding	1912.0	The man who could not lose	enk		Richard	m
Micha??lis, Karin	1912.0	Elsie Lindtner	enk		Karin	f
Micha??lis, Karin	1912.0	The dangerous age	enk		Karin	f
Garshin, V. M	1912.0	The signal	enk		V	unknown
Hope, Essex	1912.0	Wind on the heath	enk		Essex	unknown
	1912.0	"Formal investigation into the loss of the S.S. ""Titanic"" : evidence, appendices, and index"	enk			unknown
Bjørnson, Bjørnstjerne	1912.0	The bridal march	enk		Bjrnstjerne	unknown
"Coxon, Muriel (Hine) ""Mrs. Sidney Coxon."""	1912.0	Earth	enk		Hine	unknown
Popp, Adelheid (Dwo?_?ak)	1912.0	The autobiography of a working woman	enk		Dwoak	unknown
Reynolds, Stephen Sydney	1912.0	How 'twas;	enk		Stephen	m
Adams, Arthur Henry	1912.0	A touch of fantasy	enk		Arthur	m
Bullen, Frank Thomas	1912.0	A Bounty boy	enk		Frank	m
Brereton, F. S. (Frederick Sadleir)	1912.0	The hero of Panama	enk		Frederick	m
Candler, Edmund	1912.0	Siri Ram, revolutionist;	enk		Edmund	m
Cutting, Ceres	1912.0	The praying girl	enk		Ceres	unknown
Dehan, Richard	1912.0	Between two thieves	enk		Richard	m
Ford, Ford Madox	1912.0	The new Humpty-Dumpty	enk		Ford	unknown
Haggard, H. Rider (Henry Rider)	1912.0	Marie	enk		Henry	m
Grant, Sybil	1912.0	Samphire	enk		Sybil	f
Hocking, Joseph	1912.0	A strong man's vow	enk		Joseph	m
Knowles-Foster, Frances G	1912.0	The written law	enk		Frances	f
Mackellar, Dorothea	1912.0	The little blue devil	enk		Dorothea	f
Lucas, E. V. (Edward Verrall)	1912.0	A little of everything	enk		Edward	m
Maclean, Donald Findlay	1912.0	John Scarlett, ganger	enk		Donald	m
Miller, Irene	1912.0	Sekhet	enk		Irene	f
	1912.0	The ordeal of silence	enk			unknown
Pearce, Charles E	1912.0	A star of the east	enk		Charles	m
Rae, Milne	1912.0	A bottle in the smoke	enk		Milne	unknown
Searcy, Alfred	1912.0	By flood and field;	enk		Alfred	m
Sandes, John	1912.0	Designing fate	enk		John	m
Scott, G. Firth	1912.0	The rider of Waroona	enk		G	unknown
Selous, Edmund	1912.0	Tommy Smith's animals	enk		Edmund	m
Stevenson, John	1912.0	A boy in the country	enk		John	m
Tregarthen, John Coulson	1912.0	The story of a hare	enk		John	m
Turner, Ethel Sybil	1912.0	Seven little Australians	enk		Ethel	f
Von Hutten	1912.0	Sharrow	enk		Von	unknown
Westrup, Margaret	1912.0	Elizabeth in retreat	enk		Margaret	f
Young, F. E. Mills	1912.0	Grit Lawless	enk		F	unknown
Zola, Émile	1912.0	Truth	enk		Mile	m
Courlander, Alphonse	1912.0	Mightier than the sword	enk		Alphonse	m
Gaulot, Paul	1912.0	The red shirts	enk		Paul	m
Graham, Stephen	1912.0	A tramp's sketches	enk		Stephen	m
Rosegger, Peter	1912.0	The forest farm	enk		Peter	m
Young, Filson	1912.0	Titanic	enk		Filson	unknown
