docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match
nyp.33433074902317,"Montgomery, Florence","Montgomery, Florence",1843-1923.,1876.0,1876.0,s,1876,    ,"London;Cassell, Petter & Galpin;1876",1876,New ed.,,English fiction,,,37279274.0,enk,8669671,1,1.0,1.0,,,"Peggy, | and other tales. | $c: By Florence Montgomery ...",,True,"Peggy, and other tales",0.1952584072507744,0.4669152465103722,Florence,f,10.347517730496454,77.24802575323174,20.99652777777778,25.59373794367284,182.23611111111111,4049.742862654321,2.9,['fiction'],['unknown'],"peggy, | and other tales. | $c: by florence montgomery ...  peggy, and other tales",False,True
uiuo.ark+=13960=t2h70q68n,Besant,Besant,,1876.0,1876.0,s,1876,    ,"London;Sampson Low, Marston, Searle & Rivington;1876.",1876,,,,,,64574882.0,enk,8718591,1,1.0,1.0,v.1,1.0,"The case of Mr. Lucraft, and other tales",,True,"The case of Mr. Lucraft, and other tales",0.1164579232094298,0.0189404044393967,Besant,unknown,11.60677966101695,19.20808962941684,25.36,23.8104,183.27,1705.4904333333334,1.8,['unknown'],['unknown'],"the case of mr. lucraft, and other tales  the case of mr. lucraft, and other tales",False,True
mdp.39015032337142,,,,1877.0,1877.0,m,1877,1878,Glasgow;R. Lindsay;1877-1878.,1877-1878,"v. 1. Comic and humorous -- v. 2. Religious and scriptural -- v. 3. Fairy tales, romances and histories.",,"1724-1779|Chapbooks|Graham, Dougal",,,2981359.0,stk,1026153,1,1.0,1.0,v.3,3.0,"John Cheap, the chapman's library : | the Scottish chap literature of last century classified : with life of Dougal Graham.","Fairy tales, romances and histories",True,"Fairy tales, romances and histories",0.5553331307871797,0.5219620259651022,,unknown,8.962472406181016,16.049364306633727,29.97402597402597,67.64867599932535,281.1471861471861,15423.216431476172,2.7,['unknown'],['unknown'],"john cheap, the chapman's library : | the scottish chap literature of last century classified : with life of dougal graham. fairy tales, romances and histories fairy tales, romances and histories",False,True
uc2.ark+=13960=t5cc10p0q,"Holmes, Emra","Holmes, Emra",,1877.0,1877.0,s,1877,    ,Stokesley;Tweddell;1877.,1877,,,"British Union Lodge, no. 114 (Ipswich, Suffolk)|Freemasons",,,13303774.0,enk,7689066,1,1.0,1.0,,,"Tales, poems and Masonic papers",,True,"Tales, poems and Masonic papers",0.6941425334577687,0.2393385431729816,Emra,unknown,15.140969162995594,35.68056822371867,40.19650655021834,99.0137869224462,362.7248908296944,11344.443965599434,2.7,['unknown'],['unknown'],"tales, poems and masonic papers  tales, poems and masonic papers",False,True
nyp.33433068188691,"Westall, William","Westall, William",1835-1903.,1877.0,1877.0,s,1877,    ,"London;Griffith and Farran; [etc., etc.;1877.",1877,,,,,,6466495.0,enk,8622386,1,1.0,1.0,,,Tales and legends of Saxony and Lusatia. | $c: By W. Westall. With illustrations by H. W. Petherick.,,True,Tales and legends of Saxony and Lusatia,0.1675197558972233,0.0853296679573912,William,m,13.638176638176638,206.9260639118189,23.674931129476583,74.27449551867284,230.4159779614325,7981.835226798412,2.4,['unknown'],['unknown'],tales and legends of saxony and lusatia. | $c: by w. westall. with illustrations by h. w. petherick.  tales and legends of saxony and lusatia,False,True
nyp.33433068187339,"Stewart, George","Stewart, George",,1877.0,1877.0,s,1877,    ,Edinburgh;Edinburgh Pub. Co.;1877.,1877,,,"English fiction|Shetland|Scots language|Scottish authors|Folklore, Shetland",,,38128917.0,stk,8625394,1,1.0,1.0,,,"Shetland fireside tales; or, The hermit of Trosswickness. | $c: By G.S.L. ...",,True,"Shetland fireside tales; or, The hermit of Trosswickness",0.2224539537484861,0.0001436325761334,George,m,12.311203319502075,19.52555913293504,34.95582329317269,75.92174319769036,400.5863453815261,13939.334913952998,1.3,['fiction'],['unknown'],"shetland fireside tales; or, the hermit of trosswickness. | $c: by g.s.l. ...  shetland fireside tales; or, the hermit of trosswickness",False,True
uiuo.ark+=13960=t6zw22598,"Braddon, M. E","Braddon, M. E. (Mary Elizabeth)",1835-1915.,1877.0,1877.0,s,1877,    ,London;J. Maxwell;1877.,1877,,,,,,35590088.0,enk,8724199,1,2.0,2.0,v.1,1.0,"Weavers and weft, and other tales",,True,"Weavers and weft, and other tales",0.1596006347904928,0.0096303445029118,Mary,f,10.95924764890282,15.7130727881998,27.153605015673985,20.662925875335343,210.8307210031348,1389.313037411189,2.8,['fiction'],['unknown'],"weavers and weft, and other tales  weavers and weft, and other tales",False,True
uc2.ark+=13960=t7hq3td9d,"Bowker, James","Bowker, James",,1878.0,1878.0,s,1878,    ,London;W. Swan Sonnenschein & co.;1878;Edinburgh printed,1878,,,,,,10716520.0,enk,6934372,1,1.0,1.0,,,Goblin tales of Lancashire,,True,Goblin tales of Lancashire,0.2074423756976867,0.021808134784371,James,m,7.096,22.82278399999999,29.763779527559056,96.5741211482423,237.4488188976378,8034.215884431769,3.7,['unknown'],['unknown'],goblin tales of lancashire  goblin tales of lancashire,False,True
inu.30000115226742,,,,1878.0,1878.0,s,1878,    ,"London;New York;Cassell, Petter & Galpin;1878.",1878,,,Holidays|Tales,,,11019415.0,enk,6947016,1,1.0,1.0,,,Festival tales / | $c: [edited] by John Francis Waller.,,True,Festival tales,0.1734788200676538,0.0126069102711884,,unknown,10.593167701863354,12.700947108522048,24.710365853658537,16.961843768590125,254.375,2784.185594512195,1.7,['unknown'],['unknown'],festival tales / | $c: [edited] by john francis waller.  festival tales,False,True
nyp.33433074919899,,,,1878.0,1878.0,s,1878,    ,London;Geo. Bell & Sons;1878.,1878,,,English fiction,,,19241374.0,enk,8667165,1,1.0,1.0,,,Evenings at Haddon Hall : | a series of romantic tales of the olden times / | $c: ill. by George Cattermole.,,True,Evenings at Haddon Hall : a series of romantic tales of the olden times,0.0885153601877109,0.0223358410188673,,unknown,13.762557077625573,23.24955693167365,30.973913043478262,52.69062381852552,330.5760869565217,7235.692036862004,2.2,['unknown'],['unknown'],evenings at haddon hall : | a series of romantic tales of the olden times / | $c: ill. by george cattermole.  evenings at haddon hall : a series of romantic tales of the olden times,False,True
uc2.ark+=13960=t4rj4g52r,"Wilkins, Charles","Wilkins, Charles",,1879.0,1879.0,s,1879,    ,Cardiff;D. Owen and Co.;1879.,1879,,,Wales|History,,DA708.W68,13012228.0,wlk,7693772,1,1.0,1.0,,,Tales and sketches of Wales,,True,Tales and sketches of Wales,0.6067927081171414,0.00087391820768,Charles,m,20.256926952141058,42.71988274781262,50.90074441687345,280.0099994458435,583.2655086848636,18395.371192483177,2.4,['unknown'],['great britain'],tales and sketches of wales  tales and sketches of wales,False,True
nyp.33433076071509,"Harte, Bret","Harte, Bret",1836-1902.,1879.0,1879.0,s,1879,    ,London;Chatto & Windus;1879.,1879,,,American fiction,,,37130563.0,enk,8690807,1,1.0,1.0,,,"An heiress of Red Dog, | and other tales, | $c: by Bret Harte.",,True,"An heiress of Red Dog, and other tales",0.3113627960560983,0.0448790742613215,Bret,m,17.46264367816092,132.32906427533362,29.69971671388102,70.4140792398623,310.7223796033994,9392.767119549952,3.0,['fiction'],['unknown'],"an heiress of red dog, | and other tales, | $c: by bret harte.  an heiress of red dog, and other tales",False,True
nyp.33433075786230,"Blackburne, E. Owens","Blackburne, E. Owens",b. 1848.,1879.0,1879.0,|,1879,    ,London;Newman;1879.,1879,,,,,,43433382.0,enk,8698482,1,1.0,1.0,,,"A bunch of shamrocks; | being a collection of Irish tales and sketches, | $c: by E. Owens Blackburne [pseud.] ...",,True,A bunch of shamrocks; being a collection of Irish tales and sketches,0.2752104655066284,0.000482904996306,E,unknown,9.883870967741936,12.244578563995836,22.726114649681527,17.29441356647328,215.3789808917197,2693.738539088806,2.4,['unknown'],['unknown'],"a bunch of shamrocks; | being a collection of irish tales and sketches, | $c: by e. owens blackburne [pseud.] ...  a bunch of shamrocks; being a collection of irish tales and sketches",False,True
yale.39002040782352,"Wilkins, Charles, of Merthyr-Tydfil","Wilkins, Charles, of Merthyr-Tydfil",,1879.0,1879.0,m,1879,1880,Cardiff;D. Owen and Co.;1879-80.,1879-1880,,,History,Wales,,34051105.0,wlk,8728431,1,1.0,1.0,v.2,2.0,Tales and sketches of Wales: | $c: by Charles Wilkins ...,,True,Tales and sketches of Wales:,0.4849022585281938,0.0035426706584854,Charles,m,21.124620060790274,53.40392272798662,41.41691842900302,85.19173793594435,568.9123867069486,16938.690209107255,2.7,['unknown'],['unknown'],tales and sketches of wales: | $c: by charles wilkins ...  tales and sketches of wales:,False,True
uc1.b4395390,"Thorpe, Benjamin","Thorpe, Benjamin",1782-1870.,1880.0,1870.0,s,1880,    ,London;G. Bell and sons;1880.,1880,,,Folklore|Germanic peoples|Christmas|Germany|Scandinavia,,GR139.T4 1880,8895671.0,enk,1286935,2,3.0,2.0,,,"Yule-tide stories. | A collection of Scandinavian and north German popular tales and traditions, from the Swedish, Danish, and German.",,True,"Yule-tide stories. A collection of Scandinavian and north German popular tales and traditions, from the Swedish, Danish, and German",0.4801230573382569,0.9394111732600056,Benjamin,m,23.11355311355312,320.74534744864417,41.97096188747732,157.64343990961822,486.0399274047187,9448.916736110885,2.3,['unknown'],['unknown'],"yule-tide stories. | a collection of scandinavian and north german popular tales and traditions, from the swedish, danish, and german.  yule-tide stories. a collection of scandinavian and north german popular tales and traditions, from the swedish, danish, and german",True,True
uc2.ark+=13960=t9765gk8p,"Hogg, James","Hogg, James",1770-1835.,1880.0,1835.0,s,1880,    ,London;Hamilton;1880.,1880,,,,,,14251040.0,enk,7689046,1,2.0,2.0,v.02,2.0,"Tales of James Hogg, the Ettrick shepherd",,False,"Tales of James Hogg, the Ettrick shepherd",0.4006018888679743,0.0143096542354681,James,m,31.72102161100197,81.58425357320682,66.86019417475728,87.72414365161653,868.4135922330097,22640.545446319164,2.1,['unknown'],['unknown'],"tales of james hogg, the ettrick shepherd  tales of james hogg, the ettrick shepherd",False,True
nyp.33433080373743,"Grimm, Jacob","Grimm, Jacob",1785-1863.,1880.0,1863.0,s,188u,    ,London;F. Warne and Co.;188-?,"<estimate=""[188-?]"">",,,,,,38176821.0,enk,8682861,1,1.0,1.0,,,Grimm's Fairy tales. | A new translation. | $c: By Mrs. H.B. Paull ...,,True,Grimm's Fairy tales. A new translation,0.2408255383358615,0.9173123846396002,Jacob,m,18.417832167832167,16.148842852951248,38.05545927209705,45.72309411315926,484.155979202773,4272.460939119152,2.0,['unknown'],['unknown'],grimm's fairy tales. | a new translation. | $c: by mrs. h.b. paull ...  grimm's fairy tales. a new translation,False,True
uiuo.ark+=13960=t6sx6nk2m,"Desart, William Ulick O'Connor Cuffe","Desart, William Ulick O'Connor Cuffe",,1880.0,1880.0,s,1880,    ,London;Hurst and Blackett;1880.,1880,,,,,,41170558.0,enk,8721572,1,1.0,1.0,v.1,1.0,Mervyn O'Connor and other tales,,True,Mervyn O'Connor and other tales,0.0932698142307306,0.0056489368815648,William,m,8.993311036789297,17.177212782854777,26.22185430463576,25.225615104600674,182.0397350993377,1593.8858383404236,2.4,['unknown'],['unknown'],mervyn o'connor and other tales  mervyn o'connor and other tales,False,True
mdp.39015002327750,"Asbjørnsen, Peter Christen","Asbjørnsen, Peter Christen","1812-1885,",1881.0,1881.0,s,1881,    ,"London;S. Low, Marston, Searle, & Rivington;1881.",1881,,,Norway|Folklore|Fairy tales,,,10657893.0,enk,1880819,1,2.0,1.0,,,"Round the Yule log, Norwegian folk & fairy tales. | $c: By P. Chr. Asbjörnsen. Tr. by H.L. Braekstad, with an introd. by Edmund W. Gosse.",,True,"Round the Yule log, Norwegian folk & fairy tales",0.4926739276331578,0.8277486877048128,Peter,m,18.88888888888889,246.98111837327528,29.571428571428573,251.7052154195011,370.1619047619048,28899.48172335601,2.1,['unknown'],['unknown'],"round the yule log, norwegian folk & fairy tales. | $c: by p. chr. asbjörnsen. tr. by h.l. braekstad, with an introd. by edmund w. gosse.  round the yule log, norwegian folk & fairy tales",False,True
inu.32000013013364,"Trollope, Anthony","Trollope, Anthony",1815-1882.,1881.0,1881.0,s,1881,    ,"London;Ward, Lock;1881?",1881,5th ed.|Mary Gresley. - The Turkish bath. - Josephine de Montmorenci. - The Panjandrum. - The Spotted Dog. - Mrs. Brumby.,,,,,61659169.0,enk,6061190,1,1.0,1.0,v.12,12.0,An editor's tales / | $c: by Anthony Trollope.,,True,An editor's tales,0.5181145870148205,0.0386727566246081,Anthony,m,12.676966292134832,13.17373911122333,23.667590027700832,14.63188588178421,263.96675900277006,2533.6664850638044,2.4,['fiction'],['unknown'],an editor's tales / | $c: by anthony trollope.  an editor's tales,False,True
nyp.33433088071380,"Mawer, E. B","Mawer, E. B",,1881.0,1881.0,s,1881,    ,London;H.K. Lewis;1881.,1881,,,Folklore|Romania|Tales,,,937578.0,enk,7151505,1,1.0,1.0,,,Roumanian fairy tales and legends. | $c: [Tr. by E.B.M. i.e. E.B. Mawer],,True,Roumanian fairy tales and legends,0.3358197672498505,0.1034513060825585,E,unknown,9.301470588235292,12.269409602076124,22.211267605633804,58.19480261852807,215.9084507042253,7432.885984923625,1.5,['unknown'],['unknown'],roumanian fairy tales and legends. | $c: [tr. by e.b.m. i.e. e.b. mawer]  roumanian fairy tales and legends,False,True
uc2.ark+=13960=t3gx4970n,"Lauder, Thomas Dick","Lauder, Thomas Dick, Sir",,1881.0,1881.0,s,1881,    ,"London;Hamilton, Adams & co.;1881.",1881,,,,,,3610269.0,enk,7689836,1,1.0,1.0,,,Tales of the Highlands,,True,Tales of the Highlands,0.2338265938821698,0.056591332675577,Thomas,m,21.21588089330025,65.6233706260121,49.27696078431372,64.38162605728564,513.8235294117648,9604.204152249134,2.2,['fiction'],['unknown'],tales of the highlands  tales of the highlands,False,True
uc2.ark+=13960=t01z44t91,"Disraeli, Benjamin","Disraeli, Benjamin, Earl of Beaconsfield",1804-1881.,1881.0,1881.0,s,1881,    ,"London;Longmans, Green;1881",1881,,,,,,2560983.0,enk,9262546,2,2.0,2.0,v.7,7.0,Novels and tales,Sybil,True,Sybil,0.2422408540173973,0.0108334920436908,Benjamin,m,18.076,56.526224,43.8648111332008,41.87436810548241,386.8707753479125,3403.158251287504,2.8,['fiction'],['english literature'],novels and tales sybil sybil,False,True
mdp.39015008523303,"MacDonald, George","MacDonald, George",1824-1905.,1882.0,1882.0,s,1882,    ,"London;S. Low, Marston, Searle & Rivington;1882.",1882,vol. I. The gifts of the child Christ. The history of Photogen and Nycteris. The butcher's bills.--vol. II. Stephen Archer. Port in a storm. If I had a father.,,,,,2152313.0,enk,570547,1,1.0,1.0,v.1,1.0,"The gifts of the child Christ, | and other tales. | $c: By George Mac Donald.",The gifts of the child Christ. The history of Photogen and Nycteris. The butcher's bills.--vol,True,The gifts of the child Christ. The history of Photogen and Nycteris. The butcher's bills.--vol,0.0400251176232063,0.1192599346478204,George,m,8.975352112676056,14.108547411227931,19.96655518394649,34.018948333911254,169.74916387959863,3329.632733414616,2.0,['fiction'],['unknown'],"the gifts of the child christ, | and other tales. | $c: by george mac donald. the gifts of the child christ. the history of photogen and nycteris. the butcher's bills.--vol the gifts of the child christ. the history of photogen and nycteris. the butcher's bills.--vol",False,True
mdp.39015010733163,"MacDonald, George","MacDonald, George",1824-1905.,1882.0,1882.0,s,1882,    ,"London;S. Low, Marston, Searle & Rivington;1882.",1882,vol. I. The gifts of the child Christ. The history of Photogen and Nycteris. The butcher's bills.--vol. II. Stephen Archer. Port in a storm. If I had a father.,,,,,2152313.0,enk,570547,1,1.0,1.0,v.2,2.0,"The gifts of the child Christ, | and other tales. | $c: By George Mac Donald.",Stephen Archer. Port in a storm. If I had a father,True,Stephen Archer. Port in a storm. If I had a father,0.0839018300846468,0.3040244950148811,George,m,26.74074074074074,278.2728519765557,23.875,133.83963815789474,222.10855263157896,11661.873084747229,2.9,['fiction'],['unknown'],"the gifts of the child christ, | and other tales. | $c: by george mac donald. stephen archer. port in a storm. if i had a father stephen archer. port in a storm. if i had a father",False,True
mdp.39015030724796,"Chaucer, Geoffrey","Chaucer, Geoffrey",d. 1400.,1882.0,1882.0,s,1882,    ,Oxford;The Clarendon press;1882.,1882,40th thousand.,,,,,9635298.0,enk,626610,1,1.0,1.0,,,"The Prologue, the Knightes tale, the Nonne prestes tale from the Canterbury tales; | a revised text, | $c: edited by Rev. Richard Morris.",,True,"The Prologue, the Knightes tale, the Nonne prestes tale from the Canterbury tales; a revised text",0.9371154972551744,0.8805915546627168,Geoffrey,m,37.35251798561151,1141.4296879043527,50.16428571428571,650.2158673469389,473.8571428571428,45994.465306122445,5.6,['unknown'],['unknown'],"the prologue, the knightes tale, the nonne prestes tale from the canterbury tales; | a revised text, | $c: edited by rev. richard morris.  the prologue, the knightes tale, the nonne prestes tale from the canterbury tales; a revised text",False,True
